timestamp, name, pci.bus_id, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB]
2023/12/12 11:52:57.454, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:52:57.460, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 92 %, 46068 MiB, 8757 MiB
2023/12/12 11:52:57.461, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:52:57.462, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:52:57.462, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:52:57.463, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 59, 79 %, 36 %, 46068 MiB, 33313 MiB
2023/12/12 11:53:57.464, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 11:53:57.465, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:53:57.466, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:53:57.466, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 67 %, 46068 MiB, 8757 MiB
2023/12/12 11:53:57.468, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:53:57.468, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:53:57.469, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:53:57.469, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 55, 59 %, 30 %, 46068 MiB, 33313 MiB
2023/12/12 11:54:57.470, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 11:54:57.471, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:54:57.473, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:54:57.473, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 96 %, 60 %, 46068 MiB, 8757 MiB
2023/12/12 11:54:57.474, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:54:57.475, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:54:57.475, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:54:57.476, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 56, 77 %, 57 %, 46068 MiB, 33313 MiB
2023/12/12 11:55:57.484, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 11:55:57.485, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:55:57.485, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:55:57.488, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 83 %, 46068 MiB, 8757 MiB
2023/12/12 11:55:57.488, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:55:57.489, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:55:57.489, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:55:57.490, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 59, 28 %, 9 %, 46068 MiB, 33313 MiB
2023/12/12 11:56:57.492, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 11:56:57.493, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:56:57.494, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:56:57.494, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 88 %, 51 %, 46068 MiB, 8757 MiB
2023/12/12 11:56:57.495, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:56:57.502, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:56:57.503, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:56:57.504, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 56, 87 %, 44 %, 46068 MiB, 33313 MiB
2023/12/12 11:57:57.505, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 11:57:57.506, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:57:57.506, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:57:57.507, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 90 %, 63 %, 46068 MiB, 8757 MiB
2023/12/12 11:57:57.508, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:57:57.509, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:57:57.509, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:57:57.510, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 56, 37 %, 17 %, 46068 MiB, 33313 MiB
2023/12/12 11:58:57.511, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 11:58:57.512, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:58:57.512, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:58:57.513, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 89 %, 75 %, 46068 MiB, 8757 MiB
2023/12/12 11:58:57.514, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:58:57.514, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:58:57.515, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:58:57.516, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 57, 81 %, 38 %, 46068 MiB, 33313 MiB
2023/12/12 11:59:57.517, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 11:59:57.518, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:59:57.518, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:59:57.519, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 76 %, 46068 MiB, 8757 MiB
2023/12/12 11:59:57.520, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:59:57.520, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:59:57.521, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 11:59:57.521, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 57, 68 %, 28 %, 46068 MiB, 33313 MiB
2023/12/12 12:00:57.522, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:00:57.523, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:00:57.524, NVIDIA A40, 00000000:41:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:00:57.525, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 78 %, 46068 MiB, 8757 MiB
2023/12/12 12:00:57.525, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:00:57.526, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:00:57.527, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:00:57.527, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 57, 75 %, 33 %, 46068 MiB, 33313 MiB
2023/12/12 12:01:57.528, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:01:57.529, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:01:57.530, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:01:57.530, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 80 %, 46068 MiB, 8757 MiB
2023/12/12 12:01:57.531, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:01:57.532, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:01:57.533, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:01:57.533, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 58, 77 %, 57 %, 46068 MiB, 33313 MiB
2023/12/12 12:02:57.534, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:02:57.535, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:02:57.536, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:02:57.536, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 92 %, 46068 MiB, 8757 MiB
2023/12/12 12:02:57.537, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:02:57.537, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:02:57.538, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:02:57.539, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 57, 86 %, 43 %, 46068 MiB, 33313 MiB
2023/12/12 12:03:57.540, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:03:57.540, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:03:57.541, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:03:57.542, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 64 %, 46068 MiB, 8757 MiB
2023/12/12 12:03:57.548, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:03:57.548, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:03:57.549, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:03:57.550, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 50, 1 %, 0 %, 46068 MiB, 33313 MiB
2023/12/12 12:04:57.550, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:04:57.551, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:04:57.552, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:04:57.552, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 90 %, 79 %, 46068 MiB, 8757 MiB
2023/12/12 12:04:57.553, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:04:57.555, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:04:57.556, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:04:57.562, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 59, 60 %, 33 %, 46068 MiB, 33313 MiB
2023/12/12 12:05:57.563, NVIDIA A40, 00000000:01:00.0, 545.23.08, 27, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:05:57.564, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:05:57.565, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:05:57.565, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 88 %, 46068 MiB, 8757 MiB
2023/12/12 12:05:57.566, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:05:57.567, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:05:57.567, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:05:57.568, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 58, 76 %, 54 %, 46068 MiB, 33313 MiB
2023/12/12 12:06:57.569, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:06:57.570, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:06:57.571, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:06:57.575, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 90 %, 46068 MiB, 8757 MiB
2023/12/12 12:06:57.576, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:06:57.576, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:06:57.577, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:06:57.577, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 57, 73 %, 33 %, 46068 MiB, 33313 MiB
2023/12/12 12:07:57.579, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:07:57.580, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:07:57.580, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:07:57.581, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 83 %, 46068 MiB, 8757 MiB
2023/12/12 12:07:57.581, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:07:57.582, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:07:57.583, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:07:57.583, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 56, 62 %, 32 %, 46068 MiB, 33313 MiB
2023/12/12 12:08:57.584, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:08:57.585, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:08:57.586, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:08:57.586, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 90 %, 53 %, 46068 MiB, 8757 MiB
2023/12/12 12:08:57.587, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:08:57.588, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:08:57.596, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:08:57.597, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 55, 48 %, 22 %, 46068 MiB, 33313 MiB
2023/12/12 12:09:57.598, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:09:57.599, NVIDIA A40, 00000000:23:00.0, 545.23.08, 24, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:09:57.599, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:09:57.600, NVIDIA A40, 00000000:61:00.0, 545.23.08, 66, 100 %, 70 %, 46068 MiB, 8757 MiB
2023/12/12 12:09:57.600, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:09:57.601, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:09:57.602, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:09:57.602, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 58, 78 %, 58 %, 46068 MiB, 33313 MiB
2023/12/12 12:10:57.603, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:10:57.603, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:10:57.604, NVIDIA A40, 00000000:41:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:10:57.606, NVIDIA A40, 00000000:61:00.0, 545.23.08, 65, 100 %, 90 %, 46068 MiB, 8757 MiB
2023/12/12 12:10:57.606, NVIDIA A40, 00000000:81:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:10:57.607, NVIDIA A40, 00000000:A1:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:10:57.608, NVIDIA A40, 00000000:C1:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
2023/12/12 12:10:57.608, NVIDIA A40, 00000000:E1:00.0, 545.23.08, 57, 88 %, 45 %, 46068 MiB, 33313 MiB
2023/12/12 12:11:57.609, NVIDIA A40, 00000000:01:00.0, 545.23.08, 26, 0 %, 0 %, 46068 MiB, 45386 MiB
2023/12/12 12:11:57.610, NVIDIA A40, 00000000:23:00.0, 545.23.08, 25, 0 %, 0 %, 46068 MiB, 45408 MiB
